ID,height(cm),weight(kg)
user_8448,136.3,69.6
user_8449,159.5,87.3
user_8450,182.0,66.2
user_8451,131.0,74.4
user_8452,167.7,92.9
user_8453,165.5,78.8
user_8454,162.1,63.1
user_8455,141.6,67.4
user_8456,171.1,104.9
user_8457,167.8,92.4
user_8458,135.2,101.3
user_8459,135.7,82.2
user_8460,143.0,104.3
user_8461,169.1,78.3
user_8462,153.1,62.4
user_8463,163.9,65.4
user_8464,140.2,96.7
user_8465,164.6,68.0
user_8466,158.4,86.3
user_8467,147.4,80.9
user_8468,157.3,79.0
user_8469,148.4,78.5
user_8470,182.5,74.5
user_8471,163.0,69.9
user_8472,163.7,73.9
user_8473,145.8,80.7
user_8474,144.7,83.7
user_8475,172.9,70.7
user_8476,136.4,62.2
user_8477,166.6,79.6
user_8478,137.1,84.4
user_8479,161.9,63.4
user_8480,131.0,101.5
user_8481,160.9,94.1
user_8482,163.0,105.2
user_8483,154.8,78.5
user_8484,161.6,75.2
user_8485,152.0,71.6
user_8486,150.6,93.5
user_8487,148.0,103.4
user_8488,147.4,71.2
user_8489,183.0,77.7
user_8490,172.7,75.5
user_8491,152.5,67.9
user_8492,135.0,69.7
user_8493,148.9,60.9
user_8494,159.5,89.7
user_8495,143.2,62.8
user_8496,150.9,75.2
user_8497,141.5,81.9
user_8498,162.8,86.0
user_8499,137.6,65.8
user_8500,166.8,65.8
user_8501,131.1,66.0
user_8502,184.9,90.9
user_8503,161.1,74.7
user_8504,187.9,94.0
user_8505,139.8,73.2
user_8506,137.2,100.7
user_8507,135.3,70.6
user_8508,176.5,78.1
user_8509,176.7,72.0
user_8510,150.7,102.4
user_8511,140.3,108.2
user_8512,164.1,73.5
user_8513,162.3,87.8
user_8514,155.1,74.1
user_8515,178.8,69.2
user_8516,178.5,82.2
user_8517,166.6,65.7
user_8518,131.9,83.5
user_8519,172.8,73.9
user_8520,175.7,87.0
user_8521,145.5,75.4
user_8522,136.2,80.6
user_8523,184.1,68.1
user_8524,137.3,101.6
user_8525,175.7,61.5
user_8526,145.1,88.9
user_8527,153.1,81.0
user_8528,139.1,66.6
user_8529,166.7,80.8
user_8530,139.7,84.8
user_8531,133.7,81.7
user_8532,158.6,93.1
user_8533,161.3,101.6
user_8534,144.4,109.1
user_8535,142.1,82.7
user_8536,155.9,79.2
user_8537,130.1,89.7
user_8538,168.5,69.3
user_8539,159.1,73.6
user_8540,136.6,76.4
user_8541,148.7,66.6
user_8542,180.9,92.8
user_8543,133.6,90.5
user_8544,155.0,91.5
user_8545,167.5,80.3
user_8546,135.6,110.0
user_8547,166.5,92.0
user_8548,156.5,74.3
user_8549,163.9,72.3
user_8550,187.3,62.0
user_8551,132.7,70.6
user_8552,134.9,102.4
user_8553,139.7,86.2
user_8554,150.7,61.5
user_8555,182.7,91.3
user_8556,136.8,84.6
user_8557,153.4,73.8
user_8558,152.2,78.2
user_8559,164.6,106.3
user_8560,135.1,62.8
user_8561,149.4,67.9
user_8562,157.9,93.1
user_8563,130.4,76.0
user_8564,165.4,101.3
user_8565,143.3,98.1
user_8566,164.5,61.4
user_8567,132.6,78.1
user_8568,166.7,80.7
user_8569,160.7,105.3
user_8570,188.2,105.8
user_8571,147.4,101.7
user_8572,161.8,75.0
user_8573,131.9,95.4
user_8574,160.6,82.2
user_8575,166.9,60.3
user_8576,166.8,85.4
user_8577,141.8,76.8
user_8578,173.8,61.2
user_8579,157.2,101.7
user_8580,155.0,77.7
user_8581,156.0,73.5
user_8582,169.7,64.4
user_8583,144.5,80.3
user_8584,151.0,85.8
user_8585,140.3,82.8
user_8586,138.6,86.7
user_8587,135.2,71.4
user_8588,134.6,61.3
user_8589,132.1,67.0
user_8590,166.9,100.1
user_8591,141.4,101.4
user_8592,148.0,97.0
user_8593,130.6,70.5
user_8594,136.2,82.0
user_8595,174.7,61.8
user_8596,152.8,69.0
user_8597,168.3,85.2
user_8598,136.6,68.1
user_8599,148.3,62.2
user_8600,188.4,83.5
user_8601,133.9,79.6
user_8602,176.6,66.3
user_8603,135.0,72.9
user_8604,183.0,71.9
user_8605,151.3,61.4
user_8606,150.8,63.5
user_8607,132.3,83.7
user_8608,141.1,80.7
user_8609,160.6,68.8
user_8610,166.1,101.4
user_8611,140.2,72.8
user_8612,180.5,96.1
user_8613,157.5,76.1
user_8614,163.7,82.8
user_8615,142.9,71.3
user_8616,161.9,64.8
user_8617,154.5,95.8
user_8618,139.6,80.3
user_8619,138.4,71.9
user_8620,151.1,88.5
user_8621,183.7,89.7
user_8622,140.2,100.7
user_8623,154.0,105.2
user_8624,151.1,66.9
user_8625,174.8,94.8
user_8626,180.0,75.8
user_8627,178.5,101.9
user_8628,166.1,104.5
user_8629,166.5,66.6
user_8630,168.4,91.2
user_8631,132.6,84.4
user_8632,164.5,65.2
user_8633,169.5,78.6
user_8634,160.1,81.0
user_8635,185.7,74.9
user_8636,168.0,62.5
user_8637,137.4,88.6
user_8638,164.2,63.1
user_8639,147.6,85.7
user_8640,174.7,81.3
user_8641,132.4,86.2
user_8642,141.2,84.7
user_8643,145.6,83.8
user_8644,171.5,86.2
user_8645,155.0,62.6
user_8646,151.8,88.3
user_8647,149.4,107.2
user_8648,181.7,68.1
user_8649,149.7,98.3
user_8650,145.9,80.7
user_8651,147.7,76.2
user_8652,139.6,76.9
user_8653,146.4,60.1
user_8654,159.6,68.8
user_8655,149.7,71.8
user_8656,141.8,84.4
user_8657,169.5,97.6
user_8658,135.3,87.7
user_8659,154.0,76.2
user_8660,160.1,63.9
user_8661,153.3,91.1
user_8662,167.9,76.3
user_8663,144.6,65.5
user_8664,156.0,75.5
user_8665,134.2,108.8
user_8666,143.3,95.8
user_8667,138.7,78.3
user_8668,151.4,92.2
user_8669,168.4,82.0
user_8670,166.8,66.9
user_8671,141.5,97.6
user_8672,147.0,78.6
user_8673,170.7,62.8
user_8674,153.5,81.4
user_8675,154.5,82.5
user_8676,153.8,67.8
user_8677,151.5,84.0
user_8678,181.0,68.4
user_8679,169.9,89.8
user_8680,144.1,92.6
user_8681,168.1,72.0
user_8682,172.1,64.0
user_8683,152.8,91.3
user_8684,139.2,82.2
user_8685,174.9,88.6
user_8686,177.6,106.6
user_8687,142.6,64.6
user_8688,152.2,79.0
user_8689,157.5,60.2
user_8690,151.3,64.7
user_8691,130.8,92.8
user_8692,136.1,88.3
user_8693,145.2,94.0
user_8694,162.4,95.3
user_8695,133.5,62.5
user_8696,159.5,62.8
user_8697,161.9,75.9
user_8698,148.6,88.4
user_8699,172.7,78.5
user_8700,137.3,92.7
user_8701,146.7,90.6
user_8702,163.2,87.9
user_8703,174.4,75.1
user_8704,135.5,100.8
user_8705,133.5,72.2
user_8706,132.0,76.3
user_8707,176.4,88.5
user_8708,150.3,106.4
user_8709,144.6,93.4
user_8710,171.3,82.6
user_8711,158.9,62.2
user_8712,169.2,72.2
user_8713,149.9,102.6
user_8714,167.8,91.4
user_8715,165.8,78.0
user_8716,135.3,78.9
user_8717,166.3,82.6
user_8718,138.6,73.7
user_8719,144.2,77.7
user_8720,172.0,66.2
user_8721,135.5,95.8
user_8722,149.9,69.6
user_8723,161.0,76.7
user_8724,159.1,69.6
user_8725,176.5,103.9
user_8726,153.5,75.9
user_8727,181.0,62.1
user_8728,158.5,104.9
user_8729,170.6,90.1
user_8730,165.9,66.9
user_8731,154.3,101.6
user_8732,133.3,67.0
user_8733,159.4,68.0
user_8734,186.6,105.0
user_8735,132.0,82.2
user_8736,154.0,90.4
user_8737,143.7,60.5
user_8738,143.3,72.4
user_8739,165.6,105.5
user_8740,162.7,61.3
user_8741,141.4,95.2
user_8742,157.2,88.4
user_8743,176.1,78.4
user_8744,139.7,82.2
user_8745,154.5,95.8
user_8746,162.3,72.5
user_8747,144.7,109.5
user_8748,140.9,81.1
user_8749,165.8,84.0
user_8750,136.5,106.8
user_8751,133.3,109.6
user_8752,152.9,90.6
user_8753,149.2,89.9
user_8754,170.0,96.7
user_8755,139.0,84.2
user_8756,164.6,104.7
user_8757,183.9,68.3
user_8758,133.6,76.0
user_8759,144.7,80.3
user_8760,151.8,67.6
user_8761,156.2,66.5
user_8762,140.0,73.1
user_8763,166.0,80.7
user_8764,162.7,86.1
user_8765,152.1,72.7
user_8766,155.2,108.9
user_8767,130.4,97.6
user_8768,144.0,97.9
user_8769,158.2,89.4
user_8770,150.9,101.3
user_8771,183.3,78.1
user_8772,167.9,82.2
user_8773,144.5,75.8
user_8774,172.0,95.8
user_8775,142.8,89.5
user_8776,150.4,73.1
user_8777,175.6,82.5
user_8778,134.5,75.4
user_8779,141.1,73.8
user_8780,162.3,86.8
user_8781,147.4,90.2
user_8782,141.1,97.8
user_8783,142.3,82.5
user_8784,162.4,67.2
user_8785,159.1,109.5
user_8786,167.5,79.5
user_8787,181.7,73.6
user_8788,141.5,61.3
user_8789,144.3,96.6
user_8790,158.3,65.6
user_8791,157.2,88.0
user_8792,144.6,65.0
user_8793,187.3,93.5
user_8794,147.6,81.2
user_8795,140.7,71.9
user_8796,137.6,66.7
user_8797,152.6,79.7
user_8798,135.7,97.9
user_8799,143.0,82.3
user_8800,151.4,94.3
user_8801,142.9,103.4
user_8802,152.6,96.2
user_8803,141.0,96.0
user_8804,140.8,81.2
user_8805,171.4,108.8
user_8806,161.9,97.4
user_8807,154.1,104.7
user_8808,155.2,80.4
user_8809,145.3,107.3
user_8810,144.8,81.8
user_8811,137.3,66.8
user_8812,153.7,76.6
user_8813,158.8,108.7
user_8814,158.5,72.3
user_8815,151.1,71.5
user_8816,186.0,75.0
user_8817,153.0,104.3
user_8818,154.6,83.0
user_8819,166.4,75.1
user_8820,130.3,66.2
user_8821,142.6,80.2
user_8822,184.6,90.3
user_8823,160.3,100.0
user_8824,137.1,68.1
user_8825,165.8,108.1
user_8826,164.9,101.2
user_8827,173.6,66.6
user_8828,133.0,79.5
user_8829,148.4,60.4
user_8830,162.1,75.1
user_8831,167.9,109.9
user_8832,176.4,92.9
user_8833,176.3,78.4
user_8834,142.0,72.9
user_8835,148.2,80.0
user_8836,148.5,78.4
user_8837,150.1,70.2
user_8838,138.0,67.6
user_8839,141.7,88.9
user_8840,170.6,69.6
user_8841,175.5,78.6
user_8842,149.3,101.8
user_8843,140.9,104.0
user_8844,183.2,88.6
user_8845,138.6,79.3
user_8846,146.9,90.6
user_8847,132.4,77.6
user_8848,139.5,97.4
user_8849,157.9,68.0
user_8850,161.9,79.7
user_8851,141.8,106.4
user_8852,153.2,98.1
user_8853,168.6,67.3
user_8854,150.6,94.5
user_8855,172.5,87.1
user_8856,155.5,90.5
user_8857,157.8,82.0
user_8858,189.3,90.9
user_8859,166.2,93.6
user_8860,160.3,80.1
user_8861,150.6,97.9
user_8862,170.6,82.4
user_8863,154.3,84.5
user_8864,164.1,100.0
user_8865,145.9,61.0
user_8866,135.3,91.9
user_8867,135.5,104.2
user_8868,158.1,95.0
user_8869,130.1,66.6
user_8870,139.0,105.1
user_8871,160.6,82.0
user_8872,153.0,109.5
user_8873,143.0,92.9
user_8874,141.9,66.7
user_8875,165.9,82.3
user_8876,130.1,75.2
user_8877,138.5,83.0
user_8878,162.6,70.5
user_8879,158.2,71.6
user_8880,133.3,65.2
user_8881,158.3,67.2
user_8882,182.8,67.3
user_8883,162.5,90.7
user_8884,148.6,88.3
user_8885,132.8,90.8
user_8886,155.9,95.3
user_8887,162.7,86.0
user_8888,155.6,83.9
user_8889,133.8,73.8
user_8890,148.6,95.6
user_8891,170.4,103.2
user_8892,149.1,86.6
user_8893,165.0,61.2
user_8894,158.5,79.8
user_8895,148.6,89.6
user_8896,137.1,107.0
user_8897,188.5,105.2
user_8898,180.5,72.0
user_8899,142.4,101.2
user_8900,159.0,61.6
user_8901,177.2,62.8
user_8902,141.1,66.4
user_8903,157.9,68.3
user_8904,169.1,86.0
user_8905,160.5,73.6
user_8906,155.1,86.3
user_8907,159.7,89.5
user_8908,162.2,71.3
user_8909,155.3,61.5
user_8910,145.4,84.9
user_8911,150.0,82.5
user_8912,154.2,63.5
user_8913,164.0,89.6
user_8914,145.5,77.0
user_8915,156.9,87.6
user_8916,160.9,92.5
user_8917,144.8,69.4
user_8918,155.0,88.6
user_8919,130.0,65.1
user_8920,158.6,99.3
user_8921,158.5,98.9
user_8922,174.1,100.5
user_8923,131.6,98.7
user_8924,168.1,101.4
user_8925,147.7,90.5
user_8926,137.7,62.3
user_8927,142.6,107.3
user_8928,157.3,87.1
user_8929,136.0,63.6
user_8930,139.7,76.9
user_8931,143.9,69.9
user_8932,161.6,63.2
user_8933,133.0,73.9
user_8934,149.9,90.0
user_8935,159.8,89.0
user_8936,138.0,64.9
user_8937,165.4,83.2
user_8938,158.3,106.5
user_8939,141.8,81.4
user_8940,140.3,93.8
user_8941,154.5,105.0
user_8942,165.4,76.3
user_8943,149.8,71.8
user_8944,141.9,99.1
user_8945,137.5,62.1
user_8946,149.5,87.5
user_8947,133.9,86.2
user_8948,149.9,70.2
user_8949,147.7,88.2
user_8950,160.6,105.3
user_8951,161.3,67.9
user_8952,157.6,86.0
user_8953,167.1,105.5
user_8954,132.4,101.1
user_8955,151.8,60.7
user_8956,152.6,76.4
user_8957,153.8,89.1
user_8958,152.3,107.5
user_8959,139.7,90.2
user_8960,160.7,82.5
user_8961,144.4,87.9
user_8962,158.3,106.8
user_8963,156.5,61.0
user_8964,144.6,82.5
user_8965,189.4,79.4
user_8966,168.5,60.4
user_8967,164.8,90.3
user_8968,188.6,96.6
user_8969,154.6,90.8
user_8970,136.1,60.9
user_8971,147.9,89.7
user_8972,143.1,80.4
user_8973,161.9,62.1
user_8974,130.4,90.8
user_8975,164.3,71.0
user_8976,148.2,107.2
user_8977,146.4,65.6
user_8978,174.7,64.4
user_8979,139.0,99.1
user_8980,155.9,61.4
user_8981,177.2,88.3
user_8982,164.7,61.7
user_8983,154.1,88.8
user_8984,137.2,97.3
user_8985,134.3,93.8
user_8986,178.5,65.3
user_8987,169.1,79.0
user_8988,148.1,96.4
user_8989,161.7,99.5
user_8990,148.2,84.1
user_8991,179.6,79.4
user_8992,140.2,92.2
user_8993,174.0,70.5
user_8994,169.8,95.8
user_8995,139.9,84.4
user_8996,165.0,66.7
user_8997,161.4,60.9
user_8998,141.1,74.9
user_8999,158.2,79.6
user_9000,164.2,71.7
user_9001,150.0,94.8
user_9002,133.2,104.3
user_9003,166.1,92.4
user_9004,161.2,94.8
user_9005,161.4,105.4
user_9006,142.4,66.5
user_9007,148.8,74.7
user_9008,151.4,61.5
user_9009,179.8,61.8
user_9010,148.2,99.7
user_9011,146.8,71.4
user_9012,140.4,62.8
user_9013,130.6,88.7
user_9014,169.5,94.1
user_9015,173.3,97.9
user_9016,164.7,75.4
user_9017,146.1,79.0
user_9018,139.3,80.5
user_9019,139.8,85.3
user_9020,157.2,90.9
user_9021,176.9,91.4
user_9022,169.3,65.1
user_9023,135.1,88.2
user_9024,184.5,78.8
user_9025,142.1,80.8
user_9026,158.9,91.1
user_9027,134.0,100.6
user_9028,168.2,76.2
user_9029,159.8,67.0
user_9030,147.1,77.2
user_9031,155.0,68.1
user_9032,168.4,87.9
user_9033,171.6,80.2
user_9034,157.6,88.6
user_9035,179.5,86.6
user_9036,157.1,109.2
user_9037,149.4,87.7
user_9038,155.6,66.5
user_9039,153.1,103.0
user_9040,158.6,67.8
user_9041,167.5,77.1
user_9042,146.1,73.1
user_9043,152.3,80.7
user_9044,184.8,69.3
user_9045,142.7,60.2
user_9046,167.8,88.7
user_9047,136.7,83.7
user_9048,176.6,83.3
user_9049,143.3,77.1
user_9050,137.6,95.5
user_9051,141.0,66.4
user_9052,159.7,89.8
user_9053,145.7,81.2
user_9054,143.3,75.0
user_9055,156.1,92.9
user_9056,134.3,82.6
user_9057,137.4,63.2
user_9058,142.6,79.1
user_9059,175.2,107.9
user_9060,153.6,104.0
user_9061,146.1,85.6
user_9062,159.2,64.2
user_9063,166.0,81.5
user_9064,145.3,96.6
user_9065,149.3,78.5
user_9066,153.1,68.8
user_9067,165.4,75.4
user_9068,148.7,82.7
user_9069,152.2,75.2
user_9070,165.1,94.0
user_9071,163.2,86.0
user_9072,186.3,97.0
user_9073,160.5,66.9
user_9074,160.3,73.1
user_9075,158.9,62.9
user_9076,145.7,63.6
user_9077,134.4,78.2
user_9078,147.9,92.2
user_9079,160.5,83.5
user_9080,144.7,90.4
user_9081,137.8,77.1
user_9082,173.7,105.3
user_9083,157.1,72.0
user_9084,146.4,83.2
user_9085,137.3,79.3
user_9086,139.2,85.7
user_9087,182.1,82.7
user_9088,145.0,68.4
user_9089,177.1,64.0
user_9090,188.0,91.4
user_9091,183.6,92.2
user_9092,175.1,83.2
user_9093,135.1,69.0
user_9094,151.0,89.9
user_9095,174.3,90.7
user_9096,152.5,82.5
user_9097,153.0,62.9
user_9098,158.0,92.8
user_9099,161.4,72.0
user_9100,162.1,88.3
user_9101,150.0,72.1
user_9102,180.5,60.5
user_9103,142.7,67.6
user_9104,130.2,77.6
user_9105,154.2,108.9
user_9106,170.0,68.1
user_9107,165.7,70.7
user_9108,171.1,60.5
user_9109,161.3,82.6
user_9110,175.0,63.2
user_9111,154.4,69.8
user_9112,133.4,77.5
user_9113,154.5,81.0
user_9114,144.8,103.5
user_9115,169.3,98.3
user_9116,177.9,61.3
user_9117,169.3,78.4
user_9118,141.5,75.9
user_9119,151.8,73.1
user_9120,156.6,64.1
user_9121,145.0,101.2
user_9122,134.7,65.5
user_9123,168.9,90.1
user_9124,159.4,103.2
user_9125,142.3,102.9
user_9126,147.4,67.8
user_9127,131.9,88.5
user_9128,175.1,76.2
user_9129,143.3,81.1
user_9130,133.4,75.3
user_9131,178.6,61.1
user_9132,144.1,89.2
user_9133,150.2,93.0
user_9134,132.8,79.3
user_9135,144.1,85.3
user_9136,165.4,106.5
user_9137,161.8,80.7
user_9138,151.3,90.1
user_9139,161.6,106.4
user_9140,133.7,91.3
user_9141,177.2,109.8
user_9142,140.0,84.3
user_9143,155.9,68.3
user_9144,151.9,79.1
user_9145,140.6,102.4
user_9146,131.9,101.9
user_9147,155.5,73.1
user_9148,185.1,103.0
user_9149,170.8,65.2
user_9150,175.4,103.8
user_9151,186.6,66.4
user_9152,146.4,89.8
user_9153,144.0,76.0
user_9154,150.8,92.5
user_9155,147.3,108.4
user_9156,139.0,87.4
user_9157,179.4,68.0
user_9158,130.9,63.3
user_9159,153.0,65.2
user_9160,169.2,72.1
user_9161,150.4,83.2
user_9162,174.9,66.1
user_9163,166.6,87.7
user_9164,149.9,80.6
user_9165,148.3,85.8
user_9166,134.7,92.6
user_9167,149.7,91.9
user_9168,164.3,100.3
user_9169,153.5,86.3
user_9170,148.2,63.4
user_9171,134.4,100.9
user_9172,161.9,81.6
user_9173,174.5,104.0
user_9174,178.6,75.8
user_9175,152.3,66.0
user_9176,152.1,99.1
user_9177,139.8,83.1
user_9178,170.4,78.0
user_9179,187.6,73.7
user_9180,144.6,66.5
user_9181,150.0,107.0
user_9182,158.1,76.4
user_9183,170.7,95.4
user_9184,135.4,75.4
user_9185,180.7,106.2
user_9186,148.3,108.3
user_9187,170.4,87.2
user_9188,156.7,91.2
user_9189,177.9,107.8
user_9190,180.5,74.6
user_9191,134.9,85.8
user_9192,165.0,80.2
user_9193,186.6,61.8
user_9194,153.5,76.6
user_9195,137.5,86.1
user_9196,155.8,97.9
user_9197,147.1,102.3
user_9198,170.3,100.0
user_9199,172.1,69.4
user_9200,161.8,91.9
user_9201,133.3,109.2
user_9202,161.5,82.1
user_9203,139.7,98.5
user_9204,147.7,88.9
user_9205,182.5,96.9
user_9206,153.2,89.0
user_9207,136.1,71.5
user_9208,140.0,92.8
user_9209,151.6,96.4
user_9210,140.9,100.7
user_9211,163.7,78.6
user_9212,144.0,92.4
user_9213,161.2,73.1
user_9214,170.7,102.5
user_9215,162.0,85.0
user_9216,139.7,75.6
user_9217,152.9,105.9
user_9218,130.7,64.4
user_9219,136.7,89.6
user_9220,131.0,104.6
user_9221,149.8,83.8
user_9222,153.8,97.6
user_9223,130.9,91.5
user_9224,141.8,87.5
user_9225,156.1,91.8
user_9226,175.7,100.7
user_9227,152.5,75.3
user_9228,144.3,80.6
user_9229,136.8,80.9
user_9230,167.1,76.6
user_9231,158.6,74.9
user_9232,176.4,60.7
user_9233,163.5,104.9
user_9234,157.9,76.6
user_9235,180.1,90.6
user_9236,149.9,86.1
user_9237,155.6,99.0
user_9238,168.5,82.7
user_9239,138.9,93.3
user_9240,185.9,69.7
user_9241,143.2,108.9
user_9242,138.7,72.0
user_9243,145.4,60.3
user_9244,160.7,62.5
user_9245,154.8,106.4
user_9246,155.9,75.1
user_9247,147.4,60.7
user_9248,134.5,80.6
user_9249,169.8,102.1
user_9250,170.5,63.0
user_9251,178.1,87.8
user_9252,139.7,65.7
user_9253,138.3,60.0
user_9254,150.7,102.0
user_9255,141.5,66.2
user_9256,151.6,68.6
user_9257,168.9,73.7
user_9258,148.8,71.9
user_9259,158.7,92.3
user_9260,148.2,92.0
user_9261,145.8,97.2
user_9262,182.6,80.4
user_9263,133.3,85.5
user_9264,139.6,99.3
user_9265,142.7,103.9
user_9266,143.8,80.8
user_9267,164.6,67.8
user_9268,162.5,91.9
user_9269,142.4,86.3
user_9270,135.1,102.1
user_9271,167.1,76.4
user_9272,164.4,64.0
user_9273,138.6,96.9
user_9274,140.3,75.2
user_9275,153.2,94.0
user_9276,133.3,71.5
user_9277,155.7,89.6
user_9278,181.9,107.7
user_9279,142.1,63.2
user_9280,162.4,106.2
user_9281,149.8,79.0
user_9282,165.2,90.6
user_9283,158.9,78.1
user_9284,169.5,76.2
user_9285,136.2,72.6
user_9286,164.8,78.5
user_9287,173.9,93.4
user_9288,151.1,82.0
user_9289,142.2,68.5
user_9290,162.6,85.7
user_9291,149.3,88.2
user_9292,172.5,89.6
user_9293,142.3,105.1
user_9294,131.0,104.2
user_9295,162.7,89.3
user_9296,156.7,102.3
user_9297,188.9,87.8
user_9298,156.2,82.7
user_9299,178.6,87.5
user_9300,168.7,69.5
user_9301,131.9,101.3
user_9302,144.3,61.8
user_9303,150.7,93.5
user_9304,155.3,91.2
user_9305,140.3,71.8
user_9306,155.7,88.5
user_9307,145.7,80.2
user_9308,173.7,77.9
user_9309,178.0,79.7
user_9310,172.1,104.9
user_9311,158.5,81.1
user_9312,141.8,61.8
user_9313,145.2,74.0
user_9314,138.7,77.3
user_9315,160.0,103.0
user_9316,150.5,102.1
user_9317,164.7,94.0
user_9318,151.2,82.8
user_9319,160.0,83.7
user_9320,154.9,82.0
user_9321,161.6,73.7
user_9322,139.5,82.8
user_9323,164.3,61.5
user_9324,154.1,85.0
user_9325,156.9,77.2
user_9326,182.0,91.8
user_9327,155.0,89.6
user_9328,155.5,71.7
user_9329,131.6,78.4
user_9330,162.5,67.7
user_9331,146.0,86.2
user_9332,150.4,77.1
user_9333,144.7,82.3
user_9334,157.5,61.1
user_9335,168.6,64.2
user_9336,146.5,98.3
user_9337,153.2,101.9
user_9338,131.8,74.7
user_9339,151.3,84.0
user_9340,169.7,82.8
user_9341,190.0,78.9
user_9342,160.3,77.6
user_9343,144.0,73.6
user_9344,146.9,89.6
user_9345,139.4,68.5
user_9346,145.4,95.4
user_9347,146.9,69.3
user_9348,136.4,85.8
user_9349,144.9,103.3
user_9350,160.5,81.6
user_9351,130.2,65.9
user_9352,185.7,60.3
user_9353,164.7,93.3
user_9354,138.4,86.0
user_9355,146.8,70.4
user_9356,144.6,107.4
user_9357,161.1,94.5
user_9358,171.6,85.4
user_9359,164.1,105.3
user_9360,142.7,104.5
user_9361,170.1,72.1
user_9362,166.5,90.5
user_9363,144.6,84.2
user_9364,133.5,77.5
user_9365,144.9,102.1
user_9366,159.6,86.6
user_9367,156.3,66.5
user_9368,174.4,101.9
user_9369,150.3,70.6
user_9370,137.5,69.1
user_9371,160.0,70.2
user_9372,157.9,72.5
user_9373,152.8,95.1
user_9374,135.8,80.8
user_9375,157.2,70.9
user_9376,145.6,63.3
user_9377,142.0,61.8
user_9378,151.1,68.6
user_9379,167.7,90.4
user_9380,144.4,80.7
user_9381,139.0,66.0
user_9382,157.5,92.4
user_9383,131.9,79.7
user_9384,172.7,80.2
user_9385,142.7,80.4
user_9386,145.4,105.1
user_9387,139.4,67.0
user_9388,152.3,93.3
user_9389,188.4,108.7
user_9390,141.8,97.2
user_9391,186.4,60.9
user_9392,149.2,106.7
user_9393,150.3,82.4
user_9394,178.7,74.3
user_9395,151.9,75.5
user_9396,159.2,99.7
user_9397,130.2,80.0
user_9398,141.1,79.7
user_9399,171.2,84.0
user_9400,150.4,73.7
user_9401,180.2,84.3
user_9402,140.1,89.7
user_9403,132.7,89.7
user_9404,135.1,82.5
user_9405,137.8,79.7
