학교명,시도,학교세부유형,일반학급_학생수_계,교원수_총계_계
김해제일고등학교,경남,일반고등학교,570,54
김해율하고등학교,경남,일반고등학교,1099,87
양산고등학교,경남,일반고등학교,907,80
양산남부고등학교,경남,일반고등학교,1004,76
옥종고등학교,경남,일반고등학교,28,13
김해임호고등학교,경남,일반고등학교,448,47
진교고등학교,경남,일반고등학교,86,18
의령고등학교,경남,일반고등학교,161,26
웅상고등학교,경남,일반고등학교,817,61
장유고등학교,경남,일반고등학교,1080,79
진서고등학교,경남,일반고등학교,12,11
진양고등학교,경남,일반고등학교,618,64
진주고등학교,경남,일반고등학교,575,62
증산고등학교,경남,일반고등학교,407,30
진영고등학교,경남,일반고등학교,667,60
진주여자고등학교,경남,일반고등학교,633,64
진해고등학교,경남,일반고등학교,874,71
진해여자고등학교,경남,일반고등학교,794,62
창원남산고등학교,경남,일반고등학교,540,60
창원명지여자고등학교,경남,일반고등학교,548,64
창원봉림고등학교,경남,일반고등학교,507,52
창원사파고등학교,경남,일반고등학교,549,58
창원신월고등학교,경남,일반고등학교,547,58
창원여자고등학교,경남,일반고등학교,542,54
창원용호고등학교,경남,일반고등학교,540,57
창원중앙고등학교,경남,일반고등학교,622,65
창원중앙여자고등학교,경남,일반고등학교,460,53
웅천고등학교,경남,일반고등학교,635,50
창원명곡고등학교,경남,일반고등학교,487,50
충무고등학교,경남,일반고등학교,441,52
통영고등학교,경남,일반고등학교,797,69
창원성민여자고등학교,경남,일반고등학교,481,48
통영여자고등학교,경남,일반고등학교,746,65
태봉고등학교,경남,일반고등학교,129,32
하동고등학교,경남,일반고등학교,213,31
함안고등학교,경남,일반고등학교,375,44
함양고등학교,경남,일반고등학교,326,38
서상고등학교,경남,일반고등학교,13,11
합포고등학교,경남,일반고등학교,489,51
합천고등학교,경남,일반고등학교,185,26
간디고등학교,경남,일반고등학교,89,17
거제고등학교,경남,일반고등학교,794,55
대성일고등학교,경남,일반고등학교,285,35
거창고등학교,경남,일반고등학교,274,29
거창중앙고등학교,경남,일반고등학교,440,44
거창대성고등학교,경남,일반고등학교,470,45
고성고등학교,경남,일반고등학교,365,38
경해여자고등학교,경남,일반고등학교,708,66
진주외국어고등학교,경남,일반고등학교,143,24
군북고등학교,경남,일반고등학교,131,16
김해중앙여자고등학교,경남,일반고등학교,321,31
남지고등학교,경남,일반고등학교,337,33
남해고등학교,경남,일반고등학교,220,27
남해해성고등학교,경남,일반고등학교,266,27
대아고등학교,경남,일반고등학교,725,62
마산제일고등학교,경남,일반고등학교,703,63
마산제일여자고등학교,경남,일반고등학교,524,52
밀양동명고등학교,경남,일반고등학교,213,21
마산중앙고등학교,경남,일반고등학교,384,39
밀성고등학교,경남,일반고등학교,442,38
마산무학여자고등학교,경남,일반고등학교,521,51
보광고등학교,경남,일반고등학교,331,32
영산고등학교,경남,일반고등학교,166,26
사천고등학교,경남,일반고등학교,599,48
삼랑진고등학교,경남,일반고등학교,216,26
삼천포고등학교,경남,일반고등학교,403,43
삼현여자고등학교,경남,일반고등학교,680,62
삼천포여자고등학교,경남,일반고등학교,393,39
성지여자고등학교,경남,일반고등학교,497,50
세종고등학교,경남,일반고등학교,414,37
양산제일고등학교,경남,일반고등학교,772,52
효암고등학교,경남,일반고등학교,754,51
양산여자고등학교,경남,일반고등학교,971,63
용남고등학교,경남,일반고등학교,384,33
합천평화고등학교,경남,일반고등학교,68,18
의령여자고등학교,경남,일반고등학교,174,25
진해세화여자고등학교,경남,일반고등학교,691,52
지리산고등학교,경남,일반고등학교,39,10
진주동명고등학교,경남,일반고등학교,695,60
진해중앙고등학교,경남,일반고등학교,637,47
진주제일여자고등학교,경남,일반고등학교,709,63
창녕대성고등학교,경남,일반고등학교,105,18
창녕여자고등학교,경남,일반고등학교,235,31
창녕고등학교,경남,일반고등학교,129,16
창선고등학교,경남,일반고등학교,160,21
창신고등학교,경남,일반고등학교,507,45
마산삼진고등학교,경남,일반고등학교,445,43
창원경일고등학교,경남,일반고등학교,513,49
창원경일여자고등학교,경남,일반고등학교,388,40
창원고등학교,경남,일반고등학교,626,61
창원남고등학교,경남,일반고등학교,530,57
창원대산고등학교,경남,일반고등학교,482,45
창원문성고등학교,경남,일반고등학교,571,58
철성고등학교,경남,일반고등학교,276,27
충렬여자고등학교,경남,일반고등학교,476,41
동원고등학교,경남,일반고등학교,829,71
칠원고등학교,경남,일반고등학교,355,35
하동여자고등학교,경남,일반고등학교,128,20
해성고등학교,경남,일반고등학교,732,57
명덕고등학교,경남,일반고등학교,348,38
거제제일고등학교,경남,일반고등학교,694,57
창원대암고등학교,경남,일반고등학교,537,60
창원토월고등학교,경남,일반고등학교,495,50
진해용원고등학교,경남,일반고등학교,678,56
김해영운고등학교,경남,일반고등학교,586,54
거제옥포고등학교,경남,일반고등학교,993,78
물금고등학교,경남,일반고등학교,990,77
창녕옥야고등학교,경남,일반고등학교,271,29
서창고등학교,경남,일반고등학교,935,78
범어고등학교,경남,일반고등학교,1015,71
연초고등학교,경남,일반고등학교,939,72
합천여자고등학교,경남,일반고등학교,176,23
거제상문고등학교,경남,일반고등학교,1048,82
김해수남고등학교,경남,일반고등학교,1016,82
웅천중학교,경남,일반중학교,340,30
경원중학교,경남,일반중학교,320,30
감계중학교,경남,일반중학교,816,67
구산중학교구남분교장,경남,일반중학교,8,9
남산중학교,경남,일반중학교,301,28
대방중학교,경남,일반중학교,642,49
명서중학교,경남,일반중학교,432,35
구암중학교,경남,일반중학교,308,32
내서중학교,경남,일반중학교,216,26
반림중학교,경남,일반중학교,498,40
삼정자중학교,경남,일반중학교,662,50
마산동중학교,경남,일반중학교,443,38
반송여자중학교,경남,일반중학교,679,48
동진여자중학교,경남,일반중학교,576,37
마산서중학교,경남,일반중학교,523,41
반송중학교,경남,일반중학교,753,56
봉곡중학교,경남,일반중학교,351,28
동진중학교,경남,일반중학교,642,44
마산여자중학교,경남,일반중학교,199,25
봉림중학교,경남,일반중학교,126,25
안골포중학교,경남,일반중학교,636,49
사파중학교,경남,일반중학교,256,32
마산중학교,경남,일반중학교,371,32
삼계중학교,경남,일반중학교,598,50
신월중학교,경남,일반중학교,230,24
양덕여자중학교,경남,일반중학교,582,49
석동중학교,경남,일반중학교,938,63
안남중학교,경남,일반중학교,585,46
용원중학교,경남,일반중학교,633,48
양곡중학교,경남,일반중학교,181,24
양덕중학교,경남,일반중학교,373,35
진전중학교,경남,일반중학교,27,11
웅남중학교,경남,일반중학교,614,48
창덕중학교,경남,일반중학교,301,29
창북중학교,경남,일반중학교,654,53
합포여자중학교,경남,일반중학교,88,17
진해중학교,경남,일반중학교,330,35
진해여자중학교,경남,일반중학교,426,38
합포중학교,경남,일반중학교,290,28
창원중앙중학교,경남,일반중학교,222,26
창원상남중학교,경남,일반중학교,606,52
도계중학교,경남,일반중학교,714,51
창원동중학교,경남,일반중학교,161,21
해운중학교,경남,일반중학교,444,33
토월중학교,경남,일반중학교,303,27
호계중학교,경남,일반중학교,738,54
광려중학교,경남,일반중학교,534,46
팔룡중학교,경남,일반중학교,493,43
명곡여자중학교,경남,일반중학교,99,18
안민중학교,경남,일반중학교,163,24
창원대산중학교,경남,일반중학교,100,15
마산무학여자중학교,경남,일반중학교,432,31
창원남중학교,경남,일반중학교,115,14
마산의신여자중학교,경남,일반중학교,247,19
마산제일여자중학교,경남,일반중학교,627,39
웅동중학교,경남,일반중학교,176,19
창원여자중학교,경남,일반중학교,665,44
마산중앙중학교,경남,일반중학교,502,32
마산삼진중학교,경남,일반중학교,325,25
진해남중학교,경남,일반중학교,598,38
성지여자중학교,경남,일반중학교,497,34
창원중학교,경남,일반중학교,518,35
창신중학교,경남,일반중학교,202,17
진해냉천중학교,경남,일반중학교,659,52
구산중학교,경남,일반중학교,451,39
진해신항중학교,경남,일반중학교,400,34
경상국립대학교사범대학부설중학교,경남,일반중학교,507,40
금곡중학교,경남,일반중학교,29,9
대곡중학교,경남,일반중학교,896,67
명석중학교,경남,일반중학교,32,11
문산중학교,경남,일반중학교,839,58
반성중학교,경남,일반중학교,78,17
지수중학교,경남,일반중학교,21,9
진서중학교,경남,일반중학교,18,9
진주남중학교,경남,일반중학교,533,45
진주봉원중학교,경남,일반중학교,99,22
진명여자중학교,경남,일반중학교,443,40
진주여자중학교,경남,일반중학교,694,57
진주제일중학교,경남,일반중학교,658,58
진주중앙중학교,경남,일반중학교,476,41
진주중학교,경남,일반중학교,381,34
개양중학교,경남,일반중학교,464,43
경해여자중학교,경남,일반중학교,814,50
대아중학교,경남,일반중학교,627,42
삼현여자중학교,경남,일반중학교,860,54
진주동명중학교,경남,일반중학교,693,43
진주동중학교,경남,일반중학교,715,52
도산중학교,경남,일반중학교,302,29
